"file","mean.dens.ml","date","species","temperature","replicate","sample_ID","magnification","biomass","day","log_biomass"
"20260202_030",6896.5204,"2026-02-02","D","T18",3,"T18_D_3",2.5,9.94976282721983e-05,8,-4.00218727142084
"20260202_031",530.23344,"2026-02-02","C","T18",1,"T18_C_1",2.5,6.90019821638164e-05,8,-4.16113843345922
"20260202_032",4629.8032,"2026-02-02","L","T18",3,"T18_L_3",2.5,3.94393868667139e-05,8,-4.40406984531482
"20260202_033",1267.96736,"2026-02-02","P","T18",3,"T18_P_3",2.5,0.00021489156661912,8,-3.66778062798295
"20260202_034",5717.33536,"2026-02-02","D","T18",1,"T18_D_1",2.5,7.50642656659989e-05,8,-4.12456675963295
"20260202_035",3561.95488,"2026-02-02","T","T18",2,"T18_T_2",2.5,5.42792240182227e-05,8,-4.26536636968977
"20260202_036",3460.25504,"2026-02-02","T","T18",1,"T18_T_1",2.5,5.02600834927527e-05,8,-4.29877679428678
"20260202_038",3225.68928,"2026-02-02","T","T21",3,"T21_T_3",2.5,4.43850619980192e-05,8,-4.35276316915129
"20260202_039",728.71216,"2026-02-02","P","T21",2,"T21_P_2",2.5,0.00013685897290631,8,-3.86372672360316
"20260202_040",5479.07888,"2026-02-02","L","T21",2,"T21_L_2",2.5,4.55530502217963e-05,8,-4.34148253745842
"20260202_041",486.97,"2026-02-02","C","T21",2,"T21_C_2",2.5,6.62967616684048e-05,8,-4.17850768462524
"20260202_042",4126.63504,"2026-02-02","T","T21",2,"T21_T_2",2.5,6.01977223748624e-05,8,-4.22041994028273
"20260202_043",407.82456,"2026-02-02","C","T21",1,"T21_C_1",2.5,5.37739842516434e-05,8,-4.26942778434492
"20260202_044",92.268,"2026-02-02","S","T21",3,"T21_S_3",2.5,0.00030333824614497,8,-3.51807282858635
"20260202_045",5618.30104,"2026-02-02","L","T21",3,"T21_L_3",2.5,4.5151440760835e-05,8,-4.34532838700059
"20260202_046",2379.89928,"2026-02-02","T","T21",1,"T21_T_1",2.5,3.43317902518371e-05,8,-4.46430354943699
"20260202_047",5183.20616,"2026-02-02","L","T21",1,"T21_L_1",2.5,4.6679934479645e-05,8,-4.33086976220569
"20260202_048",5130.92096,"2026-02-02","D","T21",1,"T21_D_1",2.5,7.70504979173854e-05,8,-4.11322455042935
"20260202_049",1134.69136,"2026-02-02","P","T21",3,"T21_P_3",2.5,0.0002179723204366,8,-3.66159865247279
"20260202_050",446.9872,"2026-02-02","C","T21",3,"T21_C_3",2.5,4.55633012914821e-05,8,-4.34138481662252
"20260202_051",1311.02576,"2026-02-02","P","T21",1,"T21_P_1",2.5,0.00022160437649495,8,-3.65442166691816
"20260202_052",33.339837398374,"2026-02-02","S","T21",1,"T21_S_1",2.5,5.26864454693794e-05,8,-4.27830110044234
"20260202_053",5540.79592,"2026-02-02","D","T21",2,"T21_D_2",2.5,7.70451828096368e-05,8,-4.11325451002271
"20260202_054",5012.61288,"2026-02-02","D","T21",3,"T21_D_3",2.5,7.5463930889137e-05,8,-4.12226057630177
"20260202_055",4451.4184,"2026-02-02","L","T24",1,"T24_L_1",2.5,3.76177022691409e-05,8,-4.42460773516279
"20260202_056",2956.47176,"2026-02-02","T","T24",1,"T24_T_1",2.5,3.70282246580796e-05,8,-4.43146710997818
"20260202_057",375.42824,"2026-02-02","C","T24",1,"T24_C_1",2.5,4.83088702450673e-05,8,-4.31597311883868
"20260202_058",38.9659349593496,"2026-02-02","S","T24",3,"T24_S_3",2.5,0.00010405484248555,8,-3.98273770386354
"20260202_060",708.4132,"2026-02-02","P","T24",2,"T24_P_2",2.5,0.00010678141767475,8,-3.9715043175647
"20260202_061",3085.852,"2026-02-02","T","T24",2,"T24_T_2",2.5,3.71669597355945e-05,8,-4.42984296282293
"20260202_062",747.98592,"2026-02-02","P","T24",1,"T24_P_1",2.5,0.00010388462178766,8,-3.98344873701514
"20260202_063",391.6264,"2026-02-02","C","T24",3,"T24_C_3",2.5,4.76554084271793e-05,8,-4.32188780401225
"20260202_064",6918.25464,"2026-02-02","D","T24",2,"T24_D_2",2.5,8.04678221672202e-05,8,-4.09437775253856
"20260202_065",4381.90984,"2026-02-02","L","T24",3,"T24_L_3",2.5,3.35737761167898e-05,8,-4.4739998099448
"20260202_066",4364.68648,"2026-02-02","D","T24",3,"T24_D_3",2.5,5.50938998185661e-05,8,-4.2588964850284
"20260202_067",4717.56032,"2026-02-02","T","T24",3,"T24_T_3",2.5,6.0211733952599e-05,8,-4.22031886597999
"20260202_068",6073.07976,"2026-02-02","D","T24",1,"T24_D_1",2.5,7.53799749786782e-05,8,-4.12274401104433
"20260202_069",4713.8696,"2026-02-02","L","T24",2,"T24_L_2",2.5,4.00289192171209e-05,8,-4.39762613570996
"20260202_070",1007.97664,"2026-02-02","P","T24",3,"T24_P_3",2.5,0.00014166607910919,8,-3.84873412589405
"20260202_072",265.32176,"2026-02-02","C","T24",2,"T24_C_2",2.5,3.24651464057125e-05,8,-4.48858263428053
"20260202_073",25.63,"2026-02-02","C","T27",1,"T27_C_1",2.5,6.88725698514685e-07,8,-6.16195371182389
"20260202_074",4903.73664,"2026-02-02","D","T27",3,"T27_D_3",2.5,5.02543263955437e-05,8,-4.298826543881
"20260202_076",2794.08008,"2026-02-02","L","T27",2,"T27_L_2",2.5,1.46304992378587e-05,8,-4.83474085415166
"20260202_078",5022.04472,"2026-02-02","D","T27",2,"T27_D_2",2.5,5.01742592886026e-05,8,-4.29951903018571
"20260202_079",1639.2948,"2026-02-02","T","T27",2,"T27_T_2",2.5,9.17652959995279e-06,8,-5.03732153018744
"20260202_080",616.35024,"2026-02-02","P","T27",3,"T27_P_3",2.5,5.52237993675031e-05,8,-4.25787371744361
"20260202_083",1020.68912,"2026-02-02","P","T27",2,"T27_P_2",2.5,0.00011492539901177,8,-3.93958397973942
"20260202_085",2412.91072,"2026-02-02","T","T27",1,"T27_T_1",2.5,1.31936693245536e-05,8,-4.87963440492446
"20260202_086",4493.4516,"2026-02-02","D","T27",1,"T27_D_1",2.5,4.90780739948646e-05,8,-4.3091124889323
"20260202_087",4296.40816,"2026-02-02","L","T27",3,"T27_L_3",2.5,2.37664332441586e-05,8,-4.62403599027895
"20260202_088",3262.80152,"2026-02-02","L","T27",1,"T27_L_1",2.5,1.72173305282575e-05,8,-4.76403418312149
"20260202_089",1375.8184,"2026-02-02","P","T27",1,"T27_P_1",2.5,0.00013145779113558,8,-3.88121366937566
"20260202_090",537.81992,"2026-02-02","T","T27",3,"T27_T_3",2.5,3.04543757019197e-06,8,-5.51635029887116
"20260202_001",5,"2026-02-02","S","T15",3,"T15_S_3",2.5,0,8,-Inf
"20260202_003",5,"2026-02-02","S","T15",1,"T15_S_1",2.5,0,8,-Inf
"20260202_015",5,"2026-02-02","S","T15",2,"T15_S_2",2.5,0,8,-Inf
"20260202_019",5,"2026-02-02","S","T18",2,"T18_S_2",2.5,0,8,-Inf
"20260202_024",5,"2026-02-02","S","T18",3,"T18_S_3",2.5,0,8,-Inf
"20260202_037",5,"2026-02-02","S","T21",2,"T21_S_2",2.5,0,8,-Inf
"20260202_059",5,"2026-02-02","S","T24",2,"T24_S_2",2.5,0,8,-Inf
"20260202_071",5,"2026-02-02","S","T24",1,"T24_S_1",2.5,0,8,-Inf
"20260202_075",5,"2026-02-02","S","T27",2,"T27_S_2",2.5,0,8,-Inf
"20260202_077",5,"2026-02-02","S","T27",1,"T27_S_1",2.5,0,8,-Inf
"20260202_081",20,"2026-02-02","C","T27",3,"T27_C_3",2.5,0,8,-Inf
"20260202_082",5,"2026-02-02","S","T27",3,"T27_S_3",2.5,0,8,-Inf
"20260202_084",20,"2026-02-02","C","T27",2,"T27_C_2",2.5,0,8,-Inf
"20260203_002",153.57496,"2026-02-03","D","T30",3,"T30_D_3",2.5,5.63317667274361e-06,1,-5.24924662781765
"20260203_003",33.1929508196721,"2026-02-03","S","T30",1,"T30_S_1",2.5,9.02000675490524e-05,1,-4.04479313722336
"20260203_004",137.58184,"2026-02-03","P","T30",2,"T30_P_2",2.5,4.43697923047956e-05,1,-4.35291260421318
"20260203_005",104.16032,"2026-02-03","D","T30",1,"T30_D_1",2.5,2.70919848843774e-06,1,-5.5671591753746
"20260203_006",3212.15664,"2026-02-03","T","T30",1,"T30_T_1",2.5,4.160821481926e-05,1,-4.38082091700629
"20260203_009",126.30464,"2026-02-03","P","T30",1,"T30_P_1",2.5,3.59555295795359e-05,1,-4.44423431025439
"20260203_010",30.34592,"2026-02-03","L","T30",3,"T30_L_3",2.5,2.00484094640469e-07,1,-6.69792007632997
"20260203_011",66.638,"2026-02-03","L","T30",1,"T30_L_1",2.5,6.09840227093478e-07,1,-6.21478393151458
"20260203_013",233.33552,"2026-02-03","P","T30",3,"T30_P_3",2.5,8.07763974953357e-05,1,-4.09271551960852
"20260203_014",2403.88896,"2026-02-03","T","T30",2,"T30_T_2",2.5,3.12528943733521e-05,1,-4.50510975585057
"20260203_016",3543.0912,"2026-02-03","T","T30",3,"T30_T_3",2.5,4.0435359622769e-05,1,-4.39323869002116
"20260203_017",102.52,"2026-02-03","D","T30",2,"T30_D_2",2.5,4.62361190564226e-06,1,-5.33501862664452
"20260203_018",25.63,"2026-02-03","L","T30",2,"T30_L_2",2.5,3.54716528819488e-07,1,-6.45011857412223
"20260203_020",25.63,"2026-02-03","S","T33",1,"T33_S_1",2.5,7.11174285546978e-08,1,-7.14802395485976
"20260203_021",25.63,"2026-02-03","D","T33",2,"T33_D_2",2.5,6.98624785022316e-07,1,-6.15575601101517
"20260203_022",256.71008,"2026-02-03","P","T33",2,"T33_P_2",2.5,9.79371106413164e-05,1,-4.00905271276463
"20260203_024",25.63,"2026-02-03","S","T33",3,"T33_S_3",2.5,2.51647629538276e-05,1,-4.59920715619986
"20260203_025",5809.8084,"2026-02-03","T","T33",3,"T33_T_3",2.5,6.42431847871048e-05,1,-4.19217293751173
"20260203_027",114.41232,"2026-02-03","P","T33",1,"T33_P_1",2.5,3.73557572860897e-05,1,-4.42764245502953
"20260203_028",76.89,"2026-02-03","L","T33",1,"T33_L_1",2.5,5.51250989123489e-07,1,-6.25865061825791
"20260203_030",25.63,"2026-02-03","D","T33",3,"T33_D_3",2.5,4.90877683290674e-07,1,-6.30902671172581
"20260203_031",25.63,"2026-02-03","C","T33",1,"T33_C_1",2.5,3.92236900756774e-08,1,-7.40645155130774
"20260203_032",25.63,"2026-02-03","L","T33",3,"T33_L_3",2.5,1.95168879767164e-07,1,-6.70958943063894
"20260203_033",89.39744,"2026-02-03","P","T33",3,"T33_P_3",2.5,2.63731881097331e-05,1,-4.57883736756059
"20260203_034",76.89,"2026-02-03","D","T33",1,"T33_D_1",2.5,9.60715141933971e-07,1,-6.01740536428268
"20260203_035",3229.79008,"2026-02-03","T","T33",2,"T33_T_2",2.5,3.57838779570191e-05,1,-4.44631259601927
"20260203_036",5500.198,"2026-02-03","T","T33",1,"T33_T_1",2.5,6.178740393275e-05,1,-4.20910005177307
"20260203_001",5,"2026-02-03","S","T30",3,"T30_S_3",2.5,0,1,-Inf
"20260203_007",20,"2026-02-03","C","T30",2,"T30_C_2",2.5,0,1,-Inf
"20260203_008",20,"2026-02-03","C","T30",1,"T30_C_1",2.5,0,1,-Inf
"20260203_012",20,"2026-02-03","C","T30",3,"T30_C_3",2.5,0,1,-Inf
"20260203_015",5,"2026-02-03","S","T30",2,"T30_S_2",2.5,0,1,-Inf
"20260203_019",5,"2026-02-03","S","T33",2,"T33_S_2",2.5,0,1,-Inf
"20260203_023",50,"2026-02-03","L","T33",2,"T33_L_2",2.5,0,1,-Inf
"20260203_026",20,"2026-02-03","C","T33",3,"T33_C_3",2.5,0,1,-Inf
"20260203_029",20,"2026-02-03","C","T33",2,"T33_C_2",2.5,0,1,-Inf
"20260204_002",25.63,"2026-02-04","D","T30",3,"T30_D_3",2.5,2.79760442217271e-06,2,-5.55321369420907
"20260204_004",1062.31224,"2026-02-04","P","T30",2,"T30_P_2",2.5,0.00020121524245937,2,-3.69633912368937
"20260204_005",76.89,"2026-02-04","D","T30",1,"T30_D_1",2.5,4.07075448875546e-06,2,-5.39032508956214
"20260204_006",6920.71512,"2026-02-04","T","T30",1,"T30_T_1",2.5,7.59666245169242e-05,2,-4.11937717050557
"20260204_009",749.01112,"2026-02-04","P","T30",1,"T30_P_1",2.5,0.00012671608842915,2,-3.89716824168778
"20260204_010",52.69528,"2026-02-04","L","T30",3,"T30_L_3",2.5,4.33357687461865e-07,2,-6.36315349495185
"20260204_011",43.0584,"2026-02-04","L","T30",1,"T30_L_1",2.5,7.26981176957916e-07,2,-6.13847683377527
"20260204_013",673.96648,"2026-02-04","P","T30",3,"T30_P_3",2.5,0.00011346852218064,2,-3.94512460137212
"20260204_014",6239.98232,"2026-02-04","T","T30",2,"T30_T_2",2.5,8.06183967318139e-05,2,-4.09356584296602
"20260204_016",7223.14912,"2026-02-04","T","T30",3,"T30_T_3",2.5,7.85842119018146e-05,2,-4.10466469788747
"20260204_017",112.97704,"2026-02-04","D","T30",2,"T30_D_2",2.5,4.71983068543671e-06,2,-5.32607358053952
"20260204_022",1221.62832,"2026-02-04","P","T33",2,"T33_P_2",2.5,0.0001969961237044,2,-3.70554231937319
"20260204_025",5668.74088,"2026-02-04","T","T33",3,"T33_T_3",2.5,5.20094486142749e-05,2,-4.2839177504368
"20260204_027",464.21056,"2026-02-04","P","T33",1,"T33_P_1",2.5,7.5667730410392e-05,2,-4.12108929213293
"20260204_030",25.63,"2026-02-04","D","T33",3,"T33_D_3",2.5,2.70709827906997e-07,2,-6.56749597722432
"20260204_033",845.79,"2026-02-04","P","T33",3,"T33_P_3",2.5,0.0001580276288991,2,-3.80126697615049
"20260204_034",25.63,"2026-02-04","D","T33",1,"T33_D_1",2.5,4.01502286803835e-07,2,-6.39631197680259
"20260204_035",5716.5152,"2026-02-04","T","T33",2,"T33_T_2",2.5,5.48286977192131e-05,2,-4.26099206927385
"20260204_036",6487.4656,"2026-02-04","T","T33",1,"T33_T_1",2.5,5.78938130707452e-05,2,-4.23736784547469
"20260204_001",5,"2026-02-04","S","T30",3,"T30_S_3",2.5,0,2,-Inf
"20260204_003",5,"2026-02-04","S","T30",1,"T30_S_1",2.5,0,2,-Inf
"20260204_007",20,"2026-02-04","C","T30",2,"T30_C_2",2.5,0,2,-Inf
"20260204_008",20,"2026-02-04","C","T30",1,"T30_C_1",2.5,0,2,-Inf
"20260204_012",20,"2026-02-04","C","T30",3,"T30_C_3",2.5,0,2,-Inf
"20260204_015",5,"2026-02-04","S","T30",2,"T30_S_2",2.5,0,2,-Inf
"20260204_018",50,"2026-02-04","L","T30",2,"T30_L_2",2.5,0,2,-Inf
"20260204_019",5,"2026-02-04","S","T33",2,"T33_S_2",2.5,0,2,-Inf
"20260204_020",5,"2026-02-04","S","T33",1,"T33_S_1",2.5,0,2,-Inf
"20260204_021",50,"2026-02-04","D","T33",2,"T33_D_2",2.5,0,2,-Inf
"20260204_023",50,"2026-02-04","L","T33",2,"T33_L_2",2.5,0,2,-Inf
"20260204_024",5,"2026-02-04","S","T33",3,"T33_S_3",2.5,0,2,-Inf
"20260204_026",20,"2026-02-04","C","T33",3,"T33_C_3",2.5,0,2,-Inf
"20260204_028",50,"2026-02-04","L","T33",1,"T33_L_1",2.5,0,2,-Inf
"20260204_029",20,"2026-02-04","C","T33",2,"T33_C_2",2.5,0,2,-Inf
"20260204_031",20,"2026-02-04","C","T33",1,"T33_C_1",2.5,0,2,-Inf
"20260204_032",50,"2026-02-04","L","T33",3,"T33_L_3",2.5,0,2,-Inf
"20260204_001",25.63,"2026-02-04","S","T15",3,"T15_S_3",2.5,1.27612529302959e-07,10,-6.89410668345182
"20260204_002",5885.05808,"2026-02-04","D","T15",3,"T15_D_3",2.5,8.51176321613088e-05,10,-4.06998046627061
"20260204_003",91.2428,"2026-02-04","S","T15",1,"T15_S_1",2.5,0.00012257140580326,10,-3.91161083283762
"20260204_004",643.62056,"2026-02-04","P","T15",2,"T15_P_2",2.5,0.00012582638486363,10,-3.90022828099581
"20260204_005",4738.88448,"2026-02-04","D","T15",1,"T15_D_1",2.5,6.43030036732659e-05,10,-4.19176874016664
"20260204_006",3971.21472,"2026-02-04","T","T15",1,"T15_T_1",2.5,7.50798871788648e-05,10,-4.12447638865636
"20260204_007",360.46032,"2026-02-04","C","T15",2,"T15_C_2",2.5,3.14752805525618e-05,10,-4.50203039015143
"20260204_008",392.6516,"2026-02-04","C","T15",1,"T15_C_1",2.5,3.89048357611207e-05,10,-4.40999641374257
"20260204_009",765.8244,"2026-02-04","P","T15",1,"T15_P_1",2.5,0.00015270043545384,10,-3.8161597244699
"20260204_010",6886.2684,"2026-02-04","L","T15",3,"T15_L_3",2.5,6.66438308022884e-05,10,-4.17624004688821
"20260204_011",5995.57464,"2026-02-04","L","T15",1,"T15_L_1",2.5,5.56611599903648e-05,10,-4.25444774711867
"20260204_012",506.03872,"2026-02-04","C","T15",3,"T15_C_3",2.5,4.41076023378623e-05,10,-4.35548654956091
"20260204_013",634.39376,"2026-02-04","P","T15",3,"T15_P_3",2.5,0.00012820199935608,10,-3.89210520178645
"20260204_014",3817.43472,"2026-02-04","T","T15",2,"T15_T_2",2.5,5.94883346189402e-05,10,-4.22556818901634
"20260204_015",25.63,"2026-02-04","S","T15",2,"T15_S_2",2.5,6.8049798348238e-05,10,-4.16717315740227
"20260204_016",4876.26128,"2026-02-04","T","T15",3,"T15_T_3",2.5,6.89797950377507e-05,10,-4.16127810040218
"20260204_017",6292.06248,"2026-02-04","D","T15",2,"T15_D_2",2.5,8.67334202578988e-05,10,-4.06181352724229
"20260204_018",7190.95784,"2026-02-04","L","T15",2,"T15_L_2",2.5,6.7991617373354e-05,10,-4.16754462777767
"20260204_019",36.3989075630252,"2026-02-04","S","T18",2,"T18_S_2",2.5,7.95047245544471e-07,10,-6.09960706270253
"20260204_021",7948.3756,"2026-02-04","D","T18",2,"T18_D_2",2.5,0.0001029864043853,10,-3.98722010432553
"20260204_022",602.8176,"2026-02-04","P","T18",2,"T18_P_2",2.5,0.00010113436059907,10,-3.99510126692839
"20260204_023",6935.88808,"2026-02-04","L","T18",2,"T18_L_2",2.5,6.04514498034976e-05,10,-4.21859327901978
"20260204_025",3643.5608,"2026-02-04","T","T18",3,"T18_T_3",2.5,4.49680890851936e-05,10,-4.34709556734397
"20260204_026",460.72488,"2026-02-04","C","T18",3,"T18_C_3",2.5,3.75410783550783e-05,10,-4.42549325656993
"20260204_027",459.2896,"2026-02-04","P","T18",1,"T18_P_1",2.5,8.3039230221754e-05,10,-4.08071668541077
"20260204_028",5794.63544,"2026-02-04","L","T18",1,"T18_L_1",2.5,4.92010540015996e-05,10,-4.30802559352988
"20260204_029",770.33528,"2026-02-04","C","T18",2,"T18_C_2",2.5,7.13589638138173e-05,10,-4.14655146487084
"20260204_030",5556.584,"2026-02-04","D","T18",3,"T18_D_3",2.5,6.67798850434789e-05,10,-4.17535433288611
"20260204_031",405.36408,"2026-02-04","C","T18",1,"T18_C_1",2.5,3.97217955554326e-05,10,-4.40097112819802
"20260204_032",5351.544,"2026-02-04","L","T18",3,"T18_L_3",2.5,4.39795850962117e-05,10,-4.35674887209382
"20260204_033",649.77176,"2026-02-04","P","T18",3,"T18_P_3",2.5,0.00010972779551315,10,-3.95968334590819
"20260204_034",6451.78864,"2026-02-04","D","T18",1,"T18_D_1",2.5,7.71171443472823e-05,10,-4.11284906075952
"20260204_035",3803.90208,"2026-02-04","T","T18",2,"T18_T_2",2.5,5.00774302502244e-05,10,-4.3003579652765
"20260204_036",3845.32016,"2026-02-04","T","T18",1,"T18_T_1",2.5,4.73975279154303e-05,10,-4.32424430897327
"20260204_038",3072.5244,"2026-02-04","T","T21",3,"T21_T_3",2.5,3.81906040043049e-05,10,-4.41804347297881
"20260204_039",696.1108,"2026-02-04","P","T21",2,"T21_P_2",2.5,0.0001073359664919,10,-3.96925472881071
"20260204_040",4677.9876,"2026-02-04","L","T21",2,"T21_L_2",2.5,3.7650522640804e-05,10,-4.42422899081941
"20260204_041",499.88752,"2026-02-04","C","T21",2,"T21_C_2",2.5,4.21080684446498e-05,10,-4.3756346798115
"20260204_042",3746.49088,"2026-02-04","T","T21",2,"T21_T_2",2.5,4.45043655583472e-05,10,-4.35159738576269
"20260204_043",377.88872,"2026-02-04","C","T21",1,"T21_C_1",2.5,3.61834520504892e-05,10,-4.4414900020157
"20260204_045",5137.2772,"2026-02-04","L","T21",3,"T21_L_3",2.5,3.80501083162222e-05,10,-4.4196441025972
"20260204_046",3139.1624,"2026-02-04","T","T21",1,"T21_T_1",2.5,3.7914191784316e-05,10,-4.42119819742113
"20260204_047",4273.85376,"2026-02-04","L","T21",1,"T21_L_1",2.5,3.38048491113186e-05,10,-4.47102099820643
"20260204_048",5045.0092,"2026-02-04","D","T21",1,"T21_D_1",2.5,6.86507051013692e-05,10,-4.1633549978291
"20260204_049",1020.89416,"2026-02-04","P","T21",3,"T21_P_3",2.5,0.0001458735401336,10,-3.83602347723685
"20260204_050",462.77528,"2026-02-04","C","T21",3,"T21_C_3",2.5,3.24788793152577e-05,10,-4.48839896451696
"20260204_051",1076.66504,"2026-02-04","P","T21",1,"T21_P_1",2.5,0.00013154400916643,10,-3.88092892595309
"20260204_053",5133.1764,"2026-02-04","D","T21",2,"T21_D_2",2.5,6.02635544584227e-05,10,-4.21994525639725
"20260204_054",4364.2764,"2026-02-04","D","T21",3,"T21_D_3",2.5,5.97673403859038e-05,10,-4.22353606960425
"20260204_055",3826.0464,"2026-02-04","L","T24",1,"T24_L_1",2.5,2.9364171869792e-05,10,-4.5321822426484
"20260204_056",3005.27128,"2026-02-04","T","T24",1,"T24_T_1",2.5,3.05566848497422e-05,10,-4.51489376493802
"20260204_057",440.22088,"2026-02-04","C","T24",1,"T24_C_1",2.5,3.63894893682302e-05,10,-4.43902403856369
"20260204_058",25.63,"2026-02-04","S","T24",3,"T24_S_3",2.5,8.75343623340123e-05,10,-4.05782142763463
"20260204_059",40.8413008130081,"2026-02-04","S","T24",2,"T24_S_2",2.5,0.00011482073818755,10,-3.9399796653612
"20260204_060",817.90456,"2026-02-04","P","T24",2,"T24_P_2",2.5,0.00010415326579255,10,-3.9823271079203
"20260204_061",2425.82824,"2026-02-04","T","T24",2,"T24_T_2",2.5,2.36933900490866e-05,10,-4.62537279599822
"20260204_062",907.50704,"2026-02-04","P","T24",1,"T24_P_1",2.5,0.00011196394623383,10,-3.95092180297674
"20260204_063",170.38824,"2026-02-04","C","T24",3,"T24_C_3",2.5,1.1530329409958e-05,10,-4.93815828516987
"20260204_064",5398.90824,"2026-02-04","D","T24",2,"T24_D_2",2.5,5.81300790087252e-05,10,-4.23559908676269
"20260204_065",3997.66488,"2026-02-04","L","T24",3,"T24_L_3",2.5,2.79743626078822e-05,10,-4.55323980002868
"20260204_066",5364.8716,"2026-02-04","D","T24",3,"T24_D_3",2.5,6.10470736666241e-05,10,-4.21433514942422
"20260204_067",2722.31608,"2026-02-04","T","T24",3,"T24_T_3",2.5,3.00116920275298e-05,10,-4.52270951882026
"20260204_068",4807.1628,"2026-02-04","D","T24",1,"T24_D_1",2.5,5.47935362775571e-05,10,-4.26127067006593
"20260204_069",3634.53904,"2026-02-04","L","T24",2,"T24_L_2",2.5,2.42951032419589e-05,10,-4.61448125106412
"20260204_070",1320.66264,"2026-02-04","P","T24",3,"T24_P_3",2.5,0.00015619912647754,10,-3.806321399185
"20260204_072",270.24272,"2026-02-04","C","T24",2,"T24_C_2",2.5,2.30987913228954e-05,10,-4.63641074458969
"20260204_074",4067.58352,"2026-02-04","D","T27",3,"T27_D_3",2.5,3.17245726121391e-05,10,-4.4986042199327
"20260204_076",2704.88768,"2026-02-04","L","T27",2,"T27_L_2",2.5,1.75541160894565e-05,10,-4.75562103387941
"20260204_078",4684.34384,"2026-02-04","D","T27",2,"T27_D_2",2.5,3.92422257974516e-05,10,-4.40624636764946
"20260204_079",626.80728,"2026-02-04","T","T27",2,"T27_T_2",2.5,3.80389787398532e-06,10,-5.41977115139814
"20260204_080",597.48656,"2026-02-04","P","T27",3,"T27_P_3",2.5,4.2120912585188e-05,10,-4.37550222802744
"20260204_081",25.63,"2026-02-04","C","T27",3,"T27_C_3",2.5,1.14506621923116e-06,10,-5.94116939732836
"20260204_083",384.86008,"2026-02-04","P","T27",2,"T27_P_2",2.5,3.41779868588926e-05,10,-4.46625352153987
"20260204_085",695.49568,"2026-02-04","T","T27",1,"T27_T_1",2.5,3.81609634677626e-06,10,-5.41838066899282
"20260204_086",3607.26872,"2026-02-04","D","T27",1,"T27_D_1",2.5,2.86008732460913e-05,10,-4.54362070672518
"20260204_087",1855.40696,"2026-02-04","L","T27",3,"T27_L_3",2.5,1.19715214077313e-05,10,-4.92185065352045
"20260204_088",1800.66128,"2026-02-04","L","T27",1,"T27_L_1",2.5,1.109048820917e-05,10,-4.95504933555673
"20260204_089",828.3616,"2026-02-04","P","T27",1,"T27_P_1",2.5,7.25030553256476e-05,10,-4.139643691593
"20260204_090",912.83808,"2026-02-04","T","T27",3,"T27_T_3",2.5,4.81145765309507e-06,10,-5.31772333219306
"20260204_020",5,"2026-02-04","S","T18",1,"T18_S_1",2.5,0,10,-Inf
"20260204_024",5,"2026-02-04","S","T18",3,"T18_S_3",2.5,0,10,-Inf
"20260204_037",5,"2026-02-04","S","T21",2,"T21_S_2",2.5,0,10,-Inf
"20260204_044",5,"2026-02-04","S","T21",3,"T21_S_3",2.5,0,10,-Inf
"20260204_052",5,"2026-02-04","S","T21",1,"T21_S_1",2.5,0,10,-Inf
"20260204_071",5,"2026-02-04","S","T24",1,"T24_S_1",2.5,0,10,-Inf
"20260204_073",20,"2026-02-04","C","T27",1,"T27_C_1",2.5,0,10,-Inf
"20260204_075",5,"2026-02-04","S","T27",2,"T27_S_2",2.5,0,10,-Inf
"20260204_077",5,"2026-02-04","S","T27",1,"T27_S_1",2.5,0,10,-Inf
"20260204_082",5,"2026-02-04","S","T27",3,"T27_S_3",2.5,0,10,-Inf
"20260204_084",20,"2026-02-04","C","T27",2,"T27_C_2",2.5,0,10,-Inf
"20260205_001",28.214537815126,"2026-02-05","S","T30",3,"T30_S_3",2.5,1.18870231504116e-07,3,-6.9249268914887
"20260205_002",102.52,"2026-02-05","D","T30",3,"T30_D_3",2.5,6.78376063158639e-06,3,-5.16852948478071
"20260205_003",48.38944,"2026-02-05","S","T30",1,"T30_S_1",2.5,1.17743022396847e-06,3,-5.92906482028684
"20260205_004",648.9516,"2026-02-05","P","T30",2,"T30_P_2",2.5,0.00011100592160262,3,-3.9546538531886
"20260205_006",6152.84032,"2026-02-05","T","T30",1,"T30_T_1",2.5,6.1508885979096e-05,3,-4.21106213864871
"20260205_009",745.52544,"2026-02-05","P","T30",1,"T30_P_1",2.5,0.00011975637698082,3,-3.92170135128423
"20260205_013",218.3676,"2026-02-05","P","T30",3,"T30_P_3",2.5,3.19176268199411e-05,3,-4.49596940733759
"20260205_014",4952.12608,"2026-02-05","T","T30",2,"T30_T_2",2.5,5.29640121135778e-05,3,-4.27601912378003
"20260205_016",6231.1656,"2026-02-05","T","T30",3,"T30_T_3",2.5,6.67783692138831e-05,3,-4.17536419100282
"20260205_017",39.16264,"2026-02-05","D","T30",2,"T30_D_2",2.5,2.28980065985352e-06,3,-5.64020232381463
"20260205_018",25.63,"2026-02-05","L","T30",2,"T30_L_2",2.5,1.5050129032965e-07,3,-6.8224597766107
"20260205_022",377.88872,"2026-02-05","P","T33",2,"T33_P_2",2.5,5.35944044185627e-05,3,-4.27088055092285
"20260205_025",6138.07744,"2026-02-05","T","T33",3,"T33_T_3",2.5,4.65273643112364e-05,3,-4.33229154874563
